Title,Authors,Abstract,URL
Optimized Methodology for Reference Region and Image-Derived Input Function Kinetic Modeling in Preclinical PET,"Jason Bini, Christine R Lattin, Takuya Toyonaga, Sjoerd J Finnema, Richard Carson","PET imaging of small animals is often used for assessing biodistribution of a novel radioligand and pharmacology in small animal models of disease. PET acquisition and processing settings may affect reference region or image-derived input function (IDIF) kinetic modeling estimates. We examined four different factors in comparing quantitative results: 1) effect of reconstruction algorithm, 2) number of MAP iterations, 3) strength of the MAP prior, and 4) Attenuation and scatter. The effect of these parameters has not been explored for small-animal reference region and IDIF kinetic modeling approaches. Dynamic PET/CT scans were performed in 3 species with 3 different tracers: house sparrows with [11C]raclopride, rats with [18F]AS2471907 (11βHSD1) and mice with [11C]UCB-J (SV2A). FBP yielded lower kinetic modeling estimates compared to 3D-OSEM-MAP reconstructions, in sparrow and rat studies. Target resolutions (MAP prior strength) of 1.5 and 3.0mm demonstrated reducedin rats but only 3.0mm reduced BPNDin sparrows. Therefore, use of the highest target resolution (0.8mm) is warranted. We demonstrated using kinetic modeling that forgoing CT-based attenuation and scatter correction may be appropriate to improve animal throughput when using short-lived radioisotopes in sparrows and mice. This work provides recommendations and a framework for future optimization of kinetic modeling for preclinical PET methodology with novel radioligands.",https://pubmed.ncbi.nlm.nih.gov/36185820/
Spatiotemporal distribution modeling of PET tracer uptake in solid tumors,"Madjid Soltani, Mostafa Sefidgar, Hossein Bazmara, Michael E Casey, Rathan M Subramaniam, Richard L Wahl, Arman Rahmim","Objective: Distribution of PET tracer uptake is elaborately modeled via a general equation used for solute transport modeling. This model can be used to incorporate various transport parameters of a solid tumor such as hydraulic conductivity of the microvessel wall, transvascular permeability as well as interstitial space parameters. This is especially significant because tracer delivery and drug delivery to solid tumors are determined by similar underlying tumor transport phenomena, and quantifying the former can enable enhanced prediction of the latter.

Methods: We focused on the commonly utilized FDG PET tracer. First, based on a mathematical model of angiogenesis, the capillary network of a solid tumor and normal tissues around it were generated. The coupling mathematical method, which simultaneously solves for blood flow in the capillary network as well as fluid flow in the interstitium, is used to calculate pressure and velocity distributions. Subsequently, a comprehensive spatiotemporal distribution model (SDM) is applied to accurately model distribution of PET tracer uptake, specifically FDG in this work, within solid tumors.

Results: The different transport mechanisms, namely convention and diffusion from vessel to tissue and in tissue, are elaborately calculated across the domain of interest and effect of each parameter on tracer distribution is investigated. The results show the convection terms to have negligible effect on tracer transport and the SDM can be solved after eliminating these terms.

Conclusion: The proposed framework of spatiotemporal modeling for PET tracers can be utilized to comprehensively assess the impact of various parameters on the spatiotemporal distribution of PET tracers.",https://pubmed.ncbi.nlm.nih.gov/27921285/
Comparison of tracer kinetic models for 68Ga-PSMA-11 PET in intermediate-risk primary prostate cancer patients,"Nathaniel J Smith, Mark A Green, Clinton D Bahler, Mark Tann, Wendy Territo, Anne M Smith, Gary D Hutchins","Background: 68Ga-PSMA-11 positron emission tomography enables the detection of primary, recurrent, and metastatic prostate cancer. Regional radiopharmaceutical uptake is generally evaluated in static images and quantified as standard uptake values (SUVs) for clinical decision-making. However, analysis of dynamic images characterizing both tracer uptake and pharmacokinetics may offer added insights into the underlying tissue pathophysiology. This study was undertaken to evaluate the suitability of various kinetic models for68Ga-PSMA-11 PET analysis. Twenty-three lesions in 18 patients were included in a retrospective kinetic evaluation of 55-min dynamic68Ga-PSMA-11 pre-prostatectomy PET scans from patients with biopsy-demonstrated intermediate- to high-risk prostate cancer. Three kinetic models-a reversible one-tissue compartment model, an irreversible two-tissue compartment model, and a reversible two-tissue compartment model, were evaluated for their goodness of fit to lesion and normal reference prostate time-activity curves. Kinetic parameters obtained through graphical analysis and tracer kinetic modeling techniques were compared for reference prostate tissue and lesion regions of interest.

Results: Supported by goodness of fit and information loss criteria, the irreversible two-tissue compartment model optimally fit the time-activity curves. Lesions exhibited significant differences in kinetic rate constants (K1, k2, k3, Ki) and semiquantitative measures (SUV and %ID/kg) when compared with reference prostatic tissue. The two-tissue irreversible tracer kinetic model was consistently appropriate across prostatic zones.

Conclusions: An irreversible tracer kinetic model is appropriate for dynamic analysis of68Ga-PSMA-11 PET images. Kinetic parameters estimated by Patlak graphical analysis or full compartmental analysis can distinguish tumor from normal prostate tissue.",https://pubmed.ncbi.nlm.nih.gov/38198060/
Application of separable parameter space techniques to multi-tracer PET compartment modeling,"Jeff L Zhang, A Michael Morey, Dan J Kadrmas","Multi-tracer positron emission tomography (PET) can image two or more tracers in a single scan, characterizing multiple aspects of biological functions to provide new insights into many diseases. The technique uses dynamic imaging, resulting in time-activity curves that contain contributions from each tracer present. The process of separating and recovering separate images and/or imaging measures for each tracer requires the application of kinetic constraints, which are most commonly applied by fitting parallel compartment models for all tracers. Such multi-tracer compartment modeling presents challenging nonlinear fits in multiple dimensions. This work extends separable parameter space kinetic modeling techniques, previously developed for fitting single-tracer compartment models, to fitting multi-tracer compartment models. The multi-tracer compartment model solution equations were reformulated to maximally separate the linear and nonlinear aspects of the fitting problem, and separable least-squares techniques were applied to effectively reduce the dimensionality of the nonlinear fit. The benefits of the approach are then explored through a number of illustrative examples, including characterization of separable parameter space multi-tracer objective functions and demonstration of exhaustive search fits which guarantee the true global minimum to within arbitrary search precision. Iterative gradient-descent algorithms using Levenberg-Marquardt were also tested, demonstrating improved fitting speed and robustness as compared to corresponding fits using conventional model formulations. The proposed technique overcomes many of the challenges in fitting simultaneous multi-tracer PET compartment models.",https://pubmed.ncbi.nlm.nih.gov/26788888/
Development of a PET Tracer for OGA with Improved Kinetics in the Living Brain,"Brendon E Cook, Sangram Nag, Ryosuke Arakawa, Edward Yin-Shiang Lin, Nancy Stratman, Kevin Guckian, Heike Hering, Mukesh Lulla, Jinkuk Choi, Cristian Salinas, Nathan E Genung, Anton Forsberg Morén, Martin Bolin, Giulia Boscutti, Christophe Plisson, Laurent Martarello, Christer Halldin, Maciej A Kaliszczak","O-GlcNAcylation is thought to play a role in the development of tau pathology in Alzheimer's disease because of its ability to modulate tau's aggregation propensity.O-GlcNAcylation is regulated by 2 enzymes:O-GlcNAc transferase andO-GlcNAcase (OGA). Development of a PET tracer would therefore be an essential tool for developing therapeutic small-molecule inhibitors of OGA, enabling clinical testing of target engagement and dose selection.Methods:A collection of small-molecule compounds was screened for inhibitory activity and high-affinity binding to OGA, as well as favorable PET tracer attributes (multidrug resistance protein 1 efflux, central nervous system PET multiparameter optimization, etc.). Two lead compounds with high affinity and selectivity for OGA were selected for further profiling, including OGA binding to tissue homogenate using a radioligand competition binding assay. In vivo pharmacokinetics were established using a microdosing approach with unlabeled compounds in rats. In vivo imaging studies were performed in rodents and nonhuman primates (NHPs) with11C-labeled compounds.Results:Two selected candidates, BIO-735 and BIO-578, displayed promising attributes in vitro. After radiolabeling with tritium, [3H]BIO-735 and [3H]BIO-578 binding in rodent brain homogenates demonstrated dissociation constants of 0.6 and 2.3 nM, respectively. Binding was inhibited, concentration-dependently, by homologous compounds and thiamet G, a well-characterized and structurally diverse OGA inhibitor. Imaging studies in rats and NHPs showed both tracers had high uptake in the brain and inhibition of binding to OGA in the presence of a nonradioactive compound. However, only BIO-578 demonstrated reversible binding kinetics within the time frame of a PET study with a11C-labeled molecule to enable quantification using kinetic modeling. Specificity of tracer uptake was confirmed with a 10 mg/kg blocking dose of thiamet G.Conclusion:We describe the development and testing of 211C PET tracers targeting the protein OGA. The lead compound BIO-578 demonstrated high affinity and selectivity for OGA in rodent and human postmortem brain tissue, leading to its further testing in NHPs. NHP PET imaging studies showed that the tracer had excellent brain kinetics, with full inhibition of specific binding by thiamet G. These results suggest that the tracer [11C]BIO-578 is well suited for further characterization in humans.",https://pubmed.ncbi.nlm.nih.gov/37934021/
Kinetic modeling and long-term test-retest reproducibility of the mGluR5 PET tracer 18F-FPEB in human brain,"Gil Leurquin-Sterk, Andrey Postnov, Bart de Laat, Cindy Casteels, Sofie Celen, Cleo L Crunelle, Guy Bormans, Michel Koole, Koen Van Laere","(18)F-FPEB is a promising PET tracer for studying the metabotropic glutamate subtype 5 receptor (mGluR5) expression in neuropsychiatric disorders. To assess the potential of (18)F-FPEB for longitudinal mGluR5 evaluation in patient studies, we evaluated the long-term test-retest reproducibility using various kinetic models in the human brain. Nine healthy volunteers underwent consecutive scans separated by a 6-month period. Dynamic PET was combined with arterial sampling and radiometabolite analysis. Total distribution volume (V(T)) and nondisplaceable binding potential (BP(ND)) were derived from a two-tissue compartment model without constraints (2TCM) and with constraining the K(1)/k(2) ratio to the value of either cerebellum (2TCM-CBL) or pons (2TCM-PONS). The effect of fitting different functions to the tracer parent fractions and reducing scan duration were assessed. Regional absolute test-retest variability (aTRV), coefficient of repeatability (CR) and intraclass correlation coefficient (ICC) were computed. The 2TCM-CBL showed best fits. The mean 6-month aTRV of V(T) ranged from 8 to 13% (CR < 25%) with ICC > 0.6 for all kinetic models. BPND from 2TCM-CBL with a sigmoid fit for the parent fractions showed the best reproducibility, with aTRV ≤ 7% (CR < 16%) and ICC > 0.9 in most regions. Reducing the scan duration from 90 to 60 min did not affect reproducibility. These results demonstrate for the first time that (18)F-FPEB brain PET has good long-term reproducibility, therefore validating its use to monitor mGluR5 expression in longitudinal clinical studies. We suggest a 2TCM-CBL with fitting a sigmoid function to the parent fractions to be optimal for this tracer.",https://pubmed.ncbi.nlm.nih.gov/26799447/
A new framework for metabolic connectivity mapping using bolus [18F]FDG PET and kinetic modeling,"Tommaso Volpi, Giulia Vallini, Erica Silvestri, Mattia De Francisci, Tony Durbin, Maurizio Corbetta, John J Lee, Andrei G Vlassenko, Manu S Goyal, Alessandra Bertoldo","Metabolic connectivity (MC) has been previously proposed as the covariation of static [18F]FDG PET images across participants, i.e.,across-individualMC (ai-MC). In few cases, MC has been inferred from dynamic [18F]FDG signals, i.e.,within-individualMC (wi-MC), as for resting-state fMRI functional connectivity (FC). The validity and interpretability of both approaches is an important open issue. Here we reassess this topic, aiming to 1) develop a novel wi-MC methodology; 2) compare ai-MC maps from standardized uptake value ratio (SUVR) vs. [18F]FDG kinetic parameters fully describing the tracer behavior (i.e.,Ki,K1,k3); 3) assess MC interpretability in comparison to structural connectivity and FC. We developed a new approach based on Euclidean distance to calculate wi-MC from PET time-activity curves. The across-individual correlation ofSUVR,Ki,K1,k3produced different networks depending on the chosen [18F]FDG parameter (k3MC vs.SUVRMC, r = 0.44). We found that wi-MC and ai-MC matrices are dissimilar (maximum r = 0.37), and that the match with FC is higher for wi-MC (Dice similarity: 0.47-0.63) than for ai-MC (0.24-0.39). Our analyses demonstrate that calculating individual-level MC from dynamic PET is feasible and yields interpretable matrices that bear similarity to fMRI FC measures.",https://pubmed.ncbi.nlm.nih.gov/37377103/
Full kinetic modeling analysis of [18F]fluorocholine Positron Emission Tomography (PET) at initial diagnosis of high-grade glioma,"Sebastià Rubí, Pedro Bibiloni, Marina Villar, Marta Brell, Manuel Valiente, Margalida Galmés, María Toscano, Gabriel Matheu, José Luis Chinchilla, Jesús Molina, José Luis Valera, Ángel Ríos, Meritxell López, Cristina Peña","Purpose: The main objective was to characterize the tracer uptake kinetics of [18F]fluoromethylcholine ([18F]F-CHO) in high-grade gliomas (HGG) through a full PET kinetic modeling approach. Secondarily, we aimed to explore the relationship between the PET uptake measures and the HGG molecular features.

Materials and methods: Twenty-four patients with a suspected diagnosis of HGG were prospectively included. They underwent a dynamic brain [18F]F-CHO-PET/CT, from which a tumoral time-activity curve was extracted. The plasma input function was obtained through arterial blood sampling with metabolite correction. These data were fitted to 1- and 2-tissue-compartment models, the best of which was selected through the Akaike information criterion. We assessed the correlation between the kinetic parameters and the conventional static PET metrics (SUVmax, SUVmeanand tumor-to-background ratio TBR). We explored the association between the [18F]F-CHO-PET quantitative parameters and relevant molecular biomarkers in HGG.

Results: Tumoral time-activity curves in all patients showed a rapid rise of [18F]F-CHO uptake followed by a plateau-like shape. Best fits were obtained with near-irreversible 2-tissue-compartment models. The perfusion-transport constant K1and the net influx rate Kishowed strong correlation with SUVmax(r = 0.808-0.861), SUVmean(r = 0.794-0.851) and TBR (r = 0.643-0.784), p < 0.002. HGG was confirmed in 21 patients, of which those with methylation of the O-6-methylguanine-DNA methyltransferase (MGMT) gene promoter showed higher mean Ki(p = 0.020), K1(p = 0.025) and TBR (p = 0.001) than the unmethylated ones.

Conclusion: [18F]F-CHO uptake kinetics in HGG is best explained by a 2-tissue-compartment model. The conventional static [18F]F-CHO-PET measures have been validated against the perfusion-transport constant (K1) and the net influx rate (Ki) derived from kinetic modeling. A relationship between [18F]F-CHO uptake rate and MGMT methylation is suggested but needs further confirmation.",https://pubmed.ncbi.nlm.nih.gov/38763039/
"Tracer kinetic modeling of [(11)C]AFM, a new PET imaging agent for the serotonin transporter","Mika Naganawa, Nabeel Nabulsi, Beata Planeta, Jean-Dominique Gallezot, Shu-Fei Lin, Soheila Najafzadeh, Wendol Williams, Jim Ropchan, David Labaree, Alexander Neumeister, Yiyun Huang, Richard E Carson","[(11)C]AFM, or [(11)C]2-[2-(dimethylaminomethyl)phenylthio]-5-fluoromethylphenylamine, is a new positron emission tomography (PET) radioligand with high affinity and selectivity for the serotonin transporter (SERT). The purpose of this study was to determine the most appropriate kinetic model to quantify [(11)C]AFM binding in the healthy human brain. Positron emission tomography data and arterial input functions were acquired from 10 subjects. Compartmental modeling and the multilinear analysis-1(MA1) method were tested using the arterial input functions. The one-tissue model showed a lack of fit in low-binding regions, and the two-tissue model failed to estimate parameters reliably. Regional time-activity curves were well described by MA1. The rank order of [(11)C]AFM binding potential (BPND) matched well with the known regional SERT densities. For routine use of [(11)C]AFM, several noninvasive methods for quantification of regional binding were evaluated, including simplified reference tissue models (SRTM and SRTM2), and multilinear reference tissue models (MRTM and MRTM2). The best methods for region of interest (ROI) analysis were MA1, MRTM2, and SRTM2, with fixed population kinetic values ( or b') for the reference methods. The MA1 and MRTM2 methods were best for parametric imaging. These results showed that [(11)C]AFM is a suitable PET radioligand to image and quantify SERT in humans.",https://pubmed.ncbi.nlm.nih.gov/23921898/
Tracer Kinetic Analysis of (S)-¹⁸F-THK5117 as a PET Tracer for Assessing Tau Pathology,"My Jonasson, Anders Wall, Konstantinos Chiotis, Laure Saint-Aubert, Helena Wilking, Margareta Sprycha, Beatrice Borg, Alf Thibblin, Jonas Eriksson, Jens Sörensen, Gunnar Antoni, Agneta Nordberg, Mark Lubberink","Because a correlation between tau pathology and the clinical symptoms of Alzheimer disease (AD) has been hypothesized, there is increasing interest in developing PET tracers that bind specifically to tau protein. The aim of this study was to evaluate tracer kinetic models for quantitative analysis and generation of parametric images for the novel tau ligand (S)-(18)F-THK5117.

Methods: Nine subjects (5 with AD, 4 with mild cognitive impairment) received a 90-min dynamic (S)-(18)F-THK5117 PET scan. Arterial blood was sampled for measurement of blood radioactivity and metabolite analysis. Volume-of-interest (VOI)-based analysis was performed using plasma-input models; single-tissue and 2-tissue (2TCM) compartment models and plasma-input Logan and reference tissue models; and simplified reference tissue model (SRTM), reference Logan, and SUV ratio (SUVr). Cerebellum gray matter was used as the reference region. Voxel-level analysis was performed using basis function implementations of SRTM, reference Logan, and SUVr. Regionally averaged voxel values were compared with VOI-based values from the optimal reference tissue model, and simulations were made to assess accuracy and precision. In addition to 90 min, initial 40- and 60-min data were analyzed.

Results: Plasma-input Logan distribution volume ratio (DVR)-1 values agreed well with 2TCM DVR-1 values (R(2)= 0.99, slope = 0.96). SRTM binding potential (BP(ND)) and reference Logan DVR-1 values were highly correlated with plasma-input Logan DVR-1 (R(2)= 1.00, slope ≈ 1.00) whereas SUVr(70-90)-1 values correlated less well and overestimated binding. Agreement between parametric methods and SRTM was best for reference Logan (R(2)= 0.99, slope = 1.03). SUVr(70-90)-1 values were almost 3 times higher than BP(ND) values in white matter and 1.5 times higher in gray matter. Simulations showed poorer accuracy and precision for SUVr(70-90)-1 values than for the other reference methods. SRTM BP(ND) and reference Logan DVR-1 values were not affected by a shorter scan duration of 60 min.

Conclusion: SRTM BP(ND) and reference Logan DVR-1 values were highly correlated with plasma-input Logan DVR-1 values. VOI-based data analyses indicated robust results for scan durations of 60 min. Reference Logan generated quantitative (S)-(18)F-THK5117 DVR-1 parametric images with the greatest accuracy and precision and with a much lower white-matter signal than seen with SUVr(70-90)-1 images.",https://pubmed.ncbi.nlm.nih.gov/26795290/
"Principles of Tracer Kinetic Analysis in Oncology, Part II: Examples and Future Directions","Austin R Pantel, Varsha Viswanath, Mark Muzi, Robert K Doot, David A Mankoff","Learning Objectives:On successful completion of this activity, participants should be able to (1) describe examples of the application of PET tracer kinetic analysis to oncology; (2) list applications research and possible clinical applications in oncology where kinetic analysis is helpful; and (3) discuss future applications of kinetic modeling to cancer research and possible clinical cancer imaging practice.Financial Disclosure:This work was supported by KL2 TR001879, R01 CA211337, R01 CA113941, R33 CA225310, Komen SAC130060, R50 CA211270, and K01 DA040023. Dr. Pantel is a consultant or advisor for Progenics and Blue Earth Diagnostics and is a meeting participant or lecturer for Blue Earth Diagnostics. Dr. Mankoff is on the scientific advisory boards of GE Healthcare, Philips Healthcare, Reflexion, and ImaginAb and is the owner of Trevarx; his wife is the chief executive officer of Trevarx. The authors of this article have indicated no other relevant relationships that could be perceived as a real or apparent conflict of interest.CME Credit:SNMMI is accredited by the Accreditation Council for Continuing Medical Education (ACCME) to sponsor continuing education for physicians. SNMMI designates eachJNMcontinuing education article for a maximum of 2.0 AMA PRA Category 1 Credits. Physicians should claim only credit commensurate with the extent of their participation in the activity. For CE credit, SAM, and other credit types, participants can access this activity through the SNMMI website (http://www.snmmilearningcenter.org) through April 2025.Kinetic analysis of dynamic PET imaging enables the estimation of biologic processes relevant to disease. Through mathematic analysis of the interactions of a radiotracer with tissue, information can be gleaned from PET imaging beyond static uptake measures. Part I of this 2-part continuing education paper reviewed the underlying principles and methodology of kinetic modeling. In this second part, the benefits of kinetic modeling for oncologic imaging are illustrated through representative case examples that demonstrate the principles and benefits of kinetic analysis in oncology. Examples of the model types discussed in part I are reviewed here: a 1-tissue-compartment model (15O-water), an irreversible 2-tissue-compartment model (18F-FDG), and a reversible 2-tissue-compartment model (3'-deoxy-3'-18F-fluorothymidine). Kinetic approaches are contrasted with static uptake measures typically used in the clinic. Overall, this 2-part review provides the reader with background in kinetic analysis to understand related research and improve the interpretation of clinical nuclear medicine studies with a focus on oncologic imaging.",https://pubmed.ncbi.nlm.nih.gov/35361713/
"Principles of Tracer Kinetic Analysis in Oncology, Part I: Principles and Overview of Methodology","Austin R Pantel, Varsha Viswanath, Mark Muzi, Robert K Doot, David A Mankoff","Learning Objectives:On successful completion of this activity, participants should be able to describe (1) describe principles of PET tracer kinetic analysis for oncologic applications; (2) list methods used for PET kinetic analysis for oncology; and (3) discuss application of kinetic modeling for cancer-specific diagnostic needs.Financial Disclosure:This work was supported by KL2 TR001879, R01 CA211337, R01 CA113941, R33 CA225310, Komen SAC130060, R50 CA211270, and K01 DA040023. Dr. Pantel is a consultant or advisor for Progenics and Blue Earth Diagnostics and is a meeting participant or lecturer for Blue Earth Diagnostics. Dr. Mankoff is on the scientific advisory boards of GE Healthcare, Philips Healthcare, Reflexion, and ImaginAb and is the owner of Trevarx; his wife is the chief executive officer of Trevarx. The authors of this article have indicated no other relevant relationships that could be perceived as a real or apparent conflict of interest.CME Credit:SNMMI is accredited by the Accreditation Council for Continuing Medical Education (ACCME) to sponsor continuing education for physicians. SNMMI designates eachJNMcontinuing education article for a maximum of 2.0 AMA PRA Category 1 Credits. Physicians should claim only credit commensurate with the extent of their participation in the activity. For CE credit, SAM, and other credit types, participants can access this activity through the SNMMI website (http://www.snmmilearningcenter.org) through March 2025PET enables noninvasive imaging of regional in vivo cancer biology. By engineering a radiotracer to target specific biologic processes of relevance to cancer (e.g., cancer metabolism, blood flow, proliferation, and tumor receptor expression or ligand binding), PET can detect cancer spread, characterize the cancer phenotype, and assess its response to treatment. For example, imaging of glucose metabolism using the radiolabeled glucose analog18F-FDG has widespread applications to all 3 of these tasks and plays an important role in cancer care. However, the current clinical practice of imaging at a single time point remote from tracer injection (i.e., static imaging) does not use all the information that PET cancer imaging can provide, especially to address questions beyond cancer detection. Reliance on tracer measures obtained only from static imaging may also lead to misleading results. In this 2-part continuing education paper, we describe the principles of tracer kinetic analysis for oncologic PET (part 1), followed by examples of specific implementations of kinetic analysis for cancer PET imaging that highlight the added benefits over static imaging (part 2). This review is designed to introduce nuclear medicine clinicians to basic concepts of kinetic analysis in oncologic imaging, with a goal of illustrating how kinetic analysis can augment our understanding of in vivo cancer biology, improve our approach to clinical decision making, and guide the interpretation of quantitative measures derived from static images.",https://pubmed.ncbi.nlm.nih.gov/35232879/
Structural and practical identifiability of dual-input kinetic modeling in dynamic PET of liver inflammation,"Yang Zuo, Souvik Sarkar, Michael T Corwin, Kristin Olson, Ramsey D Badawi, Guobao Wang","Dynamic18F-FDG PET with tracer kinetic modeling has the potential to noninvasively evaluate human liver inflammation using the FDG blood-to-tissue transport rate K1. Accurate kinetic modeling of dynamic liver PET data and K1quantification requires the knowledge of dual-blood input function from the hepatic artery and portal vein. While the arterial input function can be derived from the aortic region on dynamic PET images, it is difficult to extract the portal vein input function accurately from PET images. The optimization-derived dual-input kinetic modeling approach has been proposed to overcome this problem by jointly estimating the portal vein input function and FDG tracer kinetics from time activity curve fitting. In this paper, we further characterize the model properties by analyzing the structural identifiability of the model parameters using the Laplace transform and practical identifiability using computer simulation based on fourteen patient datasets. The theoretical analysis has indicated that all the kinetic parameters of the dual-input kinetic model are structurally identifiable, though subject to local solutions. The computer simulation results have shown that FDG K1can be estimated reliably in the whole-liver region of interest with reasonable bias, standard deviation, and high correlation between estimated and original values, indicating of practical identifiability of K1. The result has also demonstrated the correlation between K1and histological liver inflammation scores is reliable. FDG K1quantification by the optimization-derived dual-input kinetic model is promising for assessing liver inflammation.",https://pubmed.ncbi.nlm.nih.gov/31051490/
